,customer_id,group,purchase_count
130,130,test,1.0
131,131,test,0.0
132,132,test,1.0
133,133,test,0.0
134,134,test,0.0
135,135,test,0.0
136,136,test,0.0
137,137,test,0.0
138,138,test,1.0
139,139,test,0.0
140,140,test,1.0
141,141,test,1.0
142,142,test,1.0
143,143,test,1.0
144,144,test,1.0
145,145,test,0.0
146,146,test,0.0
147,147,test,0.0
148,148,test,0.0
149,149,test,1.0
150,150,test,0.0
151,151,test,0.0
152,152,test,0.0
153,153,test,1.0
154,154,test,2.0
155,155,test,0.0
156,156,test,1.0
157,157,test,0.0
158,158,test,0.0
159,159,test,2.0
160,160,test,2.0
161,161,test,0.0
162,162,test,2.0
163,163,test,2.0
164,164,test,0.0
165,165,test,0.0
166,166,test,0.0
167,167,test,1.0
168,168,test,0.0
169,169,test,1.0
170,170,test,0.0
171,171,test,1.0
172,172,test,2.0
173,173,test,0.0
174,174,test,0.0
175,175,test,1.0
176,176,test,1.0
177,177,test,2.0
178,178,test,2.0
179,179,test,1.0
180,180,test,0.0
181,181,test,1.0
182,182,test,0.0
183,183,test,1.0
184,184,test,3.0
185,185,test,0.0
186,186,test,0.0
187,187,test,1.0
188,188,test,0.0
189,189,test,1.0
190,190,test,0.0
191,191,test,2.0
192,192,test,0.0
193,193,test,1.0
194,194,test,0.0
195,195,test,0.0
196,196,test,0.0
197,197,test,3.0
198,198,test,0.0
199,199,test,1.0
200,200,test,0.0
201,201,test,0.0
202,202,test,0.0
203,203,test,0.0
204,204,test,0.0
205,205,test,0.0
206,206,test,1.0
207,207,test,0.0
208,208,test,0.0
209,209,test,3.0
210,210,test,1.0
211,211,test,1.0
212,212,test,0.0
213,213,test,1.0
214,214,test,0.0
215,215,test,0.0
216,216,test,0.0
217,217,test,0.0
218,218,test,1.0
219,219,test,0.0
220,220,test,0.0
221,221,test,0.0
222,222,test,2.0
223,223,test,0.0
224,224,test,0.0
225,225,test,0.0
226,226,test,1.0
227,227,test,0.0
228,228,test,0.0
229,229,test,1.0
230,230,test,0.0
231,231,test,0.0
232,232,test,1.0
233,233,test,0.0
234,234,test,2.0
235,235,test,1.0
236,236,test,1.0
237,237,test,0.0
238,238,test,1.0
239,239,test,2.0
240,240,test,1.0
241,241,test,1.0
242,242,test,0.0
243,243,test,1.0
244,244,test,1.0
245,245,test,1.0
246,246,test,0.0
247,247,test,0.0
248,248,test,1.0
249,249,test,0.0
250,250,test,0.0
251,251,test,0.0
252,252,test,0.0
253,253,test,0.0
254,254,test,2.0
255,255,test,0.0
256,256,test,0.0
257,257,test,0.0
258,258,test,1.0
259,259,test,0.0
260,260,test,0.0
261,261,test,1.0
262,262,test,0.0
263,263,test,0.0
264,264,test,2.0
265,265,test,1.0
266,266,test,1.0
267,267,test,0.0
268,268,test,1.0
269,269,test,0.0
270,270,test,1.0
271,271,test,0.0
272,272,test,1.0
273,273,test,0.0
274,274,test,0.0
275,275,test,1.0
276,276,test,0.0
277,277,test,1.0
278,278,test,1.0
279,279,test,1.0
280,280,test,0.0
281,281,test,0.0
282,282,test,2.0
283,283,test,1.0
284,284,test,1.0
285,285,test,0.0
286,286,test,2.0
287,287,test,1.0
288,288,test,1.0
289,289,test,2.0
290,290,test,0.0
291,291,test,2.0
292,292,test,0.0
293,293,test,0.0
294,294,test,3.0
295,295,test,0.0
296,296,test,0.0
297,297,test,2.0
298,298,test,0.0
299,299,test,1.0
300,300,test,0.0
301,301,test,2.0
302,302,test,0.0
303,303,test,0.0
304,304,test,0.0
305,305,test,1.0
306,306,test,3.0
307,307,test,0.0
308,308,test,2.0
309,309,test,0.0
310,310,test,1.0
311,311,test,0.0
312,312,test,0.0
313,313,test,1.0
314,314,test,0.0
315,315,test,0.0
316,316,test,1.0
317,317,test,0.0
318,318,test,1.0
319,319,test,1.0
320,320,test,0.0
321,321,test,0.0
322,322,test,1.0
323,323,test,0.0
324,324,test,0.0
325,325,test,0.0
326,326,test,1.0
327,327,test,0.0
328,328,test,0.0
329,329,test,2.0
330,330,test,1.0
331,331,test,0.0
332,332,test,0.0
333,333,test,0.0
334,334,test,0.0
335,335,test,0.0
336,336,test,0.0
337,337,test,3.0
338,338,test,0.0
339,339,test,0.0
340,340,test,2.0
341,341,test,0.0
342,342,test,1.0
343,343,test,1.0
344,344,test,0.0
345,345,test,0.0
346,346,test,0.0
347,347,test,0.0
348,348,test,0.0
349,349,test,0.0
350,350,test,0.0
351,351,test,2.0
352,352,test,0.0
353,353,test,1.0
354,354,test,0.0
355,355,test,1.0
356,356,test,0.0
357,357,test,2.0
358,358,test,0.0
359,359,test,0.0
360,360,test,3.0
361,361,test,2.0
362,362,test,1.0
363,363,test,0.0
364,364,test,1.0
365,365,test,2.0
366,366,test,1.0
367,367,test,0.0
368,368,test,1.0
369,369,test,0.0
370,370,test,0.0
371,371,test,0.0
372,372,test,0.0
373,373,test,1.0
374,374,test,0.0
375,375,test,1.0
376,376,test,2.0
377,377,test,0.0
378,378,test,2.0
379,379,test,1.0
380,380,test,0.0
381,381,test,0.0
382,382,test,0.0
383,383,test,0.0
384,384,test,1.0
385,385,test,1.0
386,386,test,1.0
387,387,test,2.0
388,388,test,0.0
389,389,test,0.0
390,390,test,0.0
391,391,test,0.0
392,392,test,0.0
393,393,test,0.0
394,394,test,0.0
395,395,test,1.0
396,396,test,1.0
397,397,test,0.0
398,398,test,0.0
399,399,test,0.0
400,400,test,1.0
401,401,test,2.0
402,402,test,0.0
403,403,test,0.0
404,404,test,1.0
405,405,test,2.0
406,406,test,2.0
407,407,test,2.0
408,408,test,0.0
409,409,test,0.0
410,410,test,1.0
411,411,test,0.0
412,412,test,0.0
413,413,test,0.0
414,414,test,1.0
415,415,test,1.0
416,416,test,0.0
417,417,test,1.0
418,418,test,0.0
419,419,test,2.0
420,420,test,0.0
421,421,test,0.0
422,422,test,1.0
423,423,test,2.0
424,424,test,0.0
425,425,test,2.0
426,426,test,0.0
427,427,test,1.0
428,428,test,2.0
429,429,test,0.0
430,430,test,0.0
431,431,test,1.0
432,432,test,1.0
433,433,test,0.0
434,434,test,2.0
435,435,test,0.0
436,436,test,0.0
437,437,test,0.0
438,438,test,1.0
439,439,test,0.0
440,440,test,0.0
441,441,test,0.0
442,442,test,0.0
443,443,test,1.0
444,444,test,0.0
445,445,test,1.0
446,446,test,0.0
447,447,test,2.0
448,448,test,0.0
449,449,test,0.0
450,450,test,1.0
451,451,test,1.0
452,452,test,0.0
453,453,test,1.0
454,454,test,0.0
455,455,test,1.0
456,456,test,0.0
457,457,test,1.0
458,458,test,1.0
459,459,test,0.0
460,460,test,2.0
461,461,test,0.0
462,462,test,1.0
463,463,test,1.0
464,464,test,1.0
465,465,test,0.0
466,466,test,0.0
467,467,test,0.0
468,468,test,0.0
469,469,test,0.0
470,470,test,0.0
471,471,test,2.0
472,472,test,0.0
473,473,test,0.0
474,474,test,2.0
475,475,test,1.0
476,476,test,0.0
477,477,test,1.0
478,478,test,0.0
479,479,test,0.0
480,480,test,0.0
481,481,test,0.0
482,482,test,0.0
483,483,test,1.0
484,484,test,1.0
485,485,test,3.0
486,486,test,1.0
487,487,test,0.0
488,488,test,0.0
489,489,test,0.0
490,490,test,2.0
491,491,test,1.0
492,492,test,0.0
493,493,test,0.0
494,494,test,0.0
495,495,test,1.0
496,496,test,1.0
497,497,test,1.0
498,498,test,0.0
499,499,test,0.0
500,500,test,0.0
501,501,test,4.0
502,502,test,0.0
503,503,test,0.0
504,504,test,0.0
505,505,test,0.0
506,506,test,1.0
507,507,test,0.0
508,508,test,0.0
509,509,test,2.0
510,510,test,0.0
511,511,test,0.0
512,512,test,1.0
513,513,test,0.0
514,514,test,1.0
515,515,test,0.0
516,516,test,1.0
517,517,test,0.0
518,518,test,0.0
519,519,test,0.0
520,520,test,1.0
521,521,test,0.0
522,522,test,1.0
523,523,test,0.0
524,524,test,2.0
525,525,test,1.0
526,526,test,0.0
527,527,test,0.0
528,528,test,2.0
529,529,test,0.0
530,530,test,0.0
531,531,test,1.0
532,532,test,0.0
533,533,test,0.0
534,534,test,2.0
535,535,test,1.0
536,536,test,0.0
537,537,test,0.0
538,538,test,1.0
539,539,test,2.0
540,540,test,0.0
541,541,test,1.0
542,542,test,0.0
543,543,test,1.0
544,544,test,0.0
545,545,test,1.0
546,546,test,0.0
547,547,test,4.0
548,548,test,1.0
549,549,test,0.0
550,550,test,1.0
551,551,test,4.0
552,552,test,0.0
553,553,test,0.0
554,554,test,0.0
555,555,test,1.0
556,556,test,3.0
557,557,test,0.0
558,558,test,2.0
559,559,test,1.0
560,560,test,1.0
561,561,test,0.0
562,562,test,0.0
563,563,test,0.0
564,564,test,0.0
565,565,test,4.0
566,566,test,0.0
567,567,test,1.0
568,568,test,1.0
569,569,test,1.0
570,570,test,1.0
571,571,test,1.0
572,572,test,0.0
573,573,test,0.0
574,574,test,1.0
575,575,test,0.0
576,576,test,0.0
577,577,test,1.0
578,578,test,0.0
579,579,test,0.0
580,580,test,0.0
581,581,test,0.0
582,582,test,0.0
583,583,test,1.0
584,584,test,0.0
585,585,test,0.0
586,586,test,0.0
587,587,test,1.0
588,588,test,1.0
589,589,test,1.0
590,590,test,0.0
591,591,test,0.0
592,592,test,0.0
593,593,test,2.0
594,594,test,0.0
595,595,test,1.0
596,596,test,1.0
597,597,test,0.0
598,598,test,1.0
599,599,test,1.0
600,600,test,0.0
601,601,test,1.0
602,602,test,0.0
603,603,test,1.0
604,604,test,0.0
605,605,test,0.0
606,606,test,1.0
607,607,test,1.0
608,608,test,2.0
609,609,test,2.0
610,610,test,0.0
611,611,test,0.0
612,612,test,0.0
613,613,test,0.0
614,614,test,1.0
615,615,test,1.0
616,616,test,2.0
617,617,test,0.0
618,618,test,0.0
619,619,test,0.0
620,620,test,0.0
621,621,test,0.0
622,622,test,0.0
623,623,test,1.0
624,624,test,0.0
625,625,test,0.0
626,626,test,0.0
627,627,test,1.0
628,628,test,0.0
629,629,test,0.0
630,630,test,0.0
631,631,test,2.0
632,632,test,3.0
633,633,test,2.0
634,634,test,0.0
635,635,test,3.0
636,636,test,1.0
637,637,test,1.0
638,638,test,1.0
639,639,test,0.0
640,640,test,0.0
641,641,test,0.0
642,642,test,0.0
643,643,test,0.0
644,644,test,0.0
645,645,test,1.0
646,646,test,2.0
647,647,test,0.0
648,648,test,0.0
649,649,test,0.0
650,650,test,0.0
651,651,test,0.0
652,652,test,0.0
653,653,test,1.0
654,654,test,0.0
655,655,test,1.0
656,656,test,0.0
657,657,test,1.0
658,658,test,0.0
659,659,test,0.0
660,660,test,0.0
661,661,test,1.0
662,662,test,1.0
663,663,test,0.0
664,664,test,1.0
665,665,test,0.0
666,666,test,1.0
667,667,test,0.0
668,668,test,0.0
669,669,test,0.0
670,670,test,1.0
671,671,test,0.0
672,672,test,1.0
673,673,test,0.0
674,674,test,1.0
675,675,test,1.0
676,676,test,0.0
677,677,test,1.0
678,678,test,0.0
679,679,test,1.0
680,680,test,1.0
681,681,test,2.0
682,682,test,1.0
683,683,test,1.0
684,684,test,0.0
685,685,test,2.0
686,686,test,0.0
687,687,test,0.0
688,688,test,0.0
689,689,test,0.0
690,690,test,0.0
691,691,test,3.0
692,692,test,0.0
693,693,test,1.0
694,694,test,0.0
695,695,test,0.0
696,696,test,0.0
697,697,test,0.0
698,698,test,0.0
699,699,test,1.0
700,700,test,0.0
701,701,test,0.0
702,702,test,0.0
703,703,test,1.0
704,704,test,0.0
705,705,test,0.0
706,706,test,0.0
707,707,test,0.0
708,708,test,0.0
709,709,test,1.0
710,710,test,2.0
711,711,test,1.0
712,712,test,1.0
713,713,test,1.0
714,714,test,0.0
715,715,test,0.0
716,716,test,0.0
717,717,test,1.0
718,718,test,0.0
719,719,test,0.0
720,720,test,0.0
721,721,test,1.0
722,722,test,1.0
723,723,test,0.0
724,724,test,0.0
725,725,test,1.0
726,726,test,3.0
727,727,test,0.0
728,728,test,0.0
729,729,test,0.0
730,730,test,0.0
731,731,test,0.0
732,732,test,0.0
733,733,test,0.0
734,734,test,1.0
735,735,test,2.0
736,736,test,0.0
737,737,test,0.0
738,738,test,0.0
739,739,test,1.0
740,740,test,0.0
741,741,test,1.0
742,742,test,2.0
743,743,test,0.0
744,744,test,1.0
745,745,test,0.0
746,746,test,0.0
747,747,test,0.0
748,748,test,0.0
749,749,test,2.0
750,750,test,0.0
751,751,test,0.0
752,752,test,0.0
753,753,test,2.0
754,754,test,1.0
755,755,test,2.0
756,756,test,0.0
757,757,test,0.0
758,758,test,0.0
759,759,test,1.0
760,760,test,0.0
761,761,test,1.0
762,762,test,1.0
763,763,test,0.0
764,764,test,0.0
765,765,test,0.0
766,766,test,0.0
767,767,test,1.0
768,768,test,1.0
769,769,test,0.0
770,770,test,1.0
771,771,test,0.0
772,772,test,1.0
773,773,test,0.0
774,774,test,0.0
775,775,test,1.0
776,776,test,1.0
777,777,test,3.0
778,778,test,0.0
779,779,test,0.0
780,780,test,0.0
781,781,test,1.0
782,782,test,2.0
783,783,test,1.0
784,784,test,0.0
785,785,test,0.0
786,786,test,1.0
787,787,test,0.0
788,788,test,3.0
789,789,test,2.0
790,790,test,1.0
791,791,test,2.0
792,792,test,3.0
793,793,test,0.0
794,794,test,1.0
795,795,test,1.0
796,796,test,0.0
797,797,test,0.0
798,798,test,0.0
799,799,test,0.0
800,800,test,2.0
801,801,test,1.0
802,802,test,0.0
803,803,test,1.0
804,804,test,0.0
805,805,test,0.0
806,806,test,2.0
807,807,test,1.0
808,808,test,0.0
809,809,test,1.0
810,810,test,0.0
811,811,test,0.0
812,812,test,0.0
813,813,test,0.0
814,814,test,1.0
815,815,test,0.0
816,816,test,1.0
817,817,test,2.0
818,818,test,1.0
819,819,test,1.0
820,820,test,0.0
821,821,test,3.0
822,822,test,1.0
823,823,test,0.0
824,824,test,0.0
825,825,test,0.0
826,826,test,1.0
827,827,test,0.0
828,828,test,0.0
829,829,test,0.0
830,830,test,0.0
831,831,test,1.0
832,832,test,2.0
833,833,test,1.0
834,834,test,0.0
835,835,test,1.0
836,836,test,1.0
837,837,test,0.0
838,838,test,1.0
839,839,test,0.0
840,840,test,0.0
841,841,test,1.0
842,842,test,0.0
843,843,test,0.0
844,844,test,2.0
845,845,test,1.0
846,846,test,1.0
847,847,test,1.0
848,848,test,1.0
849,849,test,0.0
850,850,test,0.0
851,851,test,1.0
852,852,test,0.0
853,853,test,1.0
854,854,test,1.0
855,855,test,0.0
856,856,test,0.0
857,857,test,0.0
858,858,test,1.0
859,859,test,2.0
860,860,test,0.0
861,861,test,1.0
862,862,test,0.0
863,863,test,1.0
864,864,test,0.0
865,865,test,0.0
866,866,test,0.0
867,867,test,0.0
868,868,test,1.0
869,869,test,0.0
870,870,test,0.0
871,871,test,0.0
872,872,test,1.0
873,873,test,1.0
874,874,test,2.0
875,875,test,0.0
876,876,test,0.0
877,877,test,1.0
878,878,test,0.0
879,879,test,0.0
880,880,test,0.0
881,881,test,0.0
882,882,test,0.0
883,883,test,1.0
884,884,test,0.0
885,885,test,1.0
886,886,test,0.0
887,887,test,0.0
888,888,test,1.0
889,889,test,1.0
890,890,test,0.0
891,891,test,1.0
892,892,test,1.0
893,893,test,0.0
894,894,test,0.0
895,895,test,0.0
896,896,test,0.0
897,897,test,1.0
898,898,test,1.0
899,899,test,2.0
900,900,test,2.0
901,901,test,0.0
902,902,test,0.0
903,903,test,0.0
904,904,test,3.0
905,905,test,2.0
906,906,test,1.0
907,907,test,0.0
908,908,test,2.0
909,909,test,0.0
910,910,test,1.0
911,911,test,2.0
912,912,test,0.0
913,913,test,0.0
914,914,test,1.0
915,915,test,0.0
916,916,test,0.0
917,917,test,0.0
918,918,test,0.0
919,919,test,1.0
920,920,test,0.0
921,921,test,0.0
922,922,test,1.0
923,923,test,0.0
924,924,test,1.0
925,925,test,1.0
926,926,test,1.0
927,927,test,0.0
928,928,test,1.0
929,929,test,0.0
930,930,test,0.0
931,931,test,0.0
932,932,test,1.0
933,933,test,0.0
934,934,test,0.0
935,935,test,1.0
936,936,test,0.0
937,937,test,0.0
938,938,test,0.0
939,939,test,0.0
940,940,test,2.0
941,941,test,1.0
942,942,test,2.0
943,943,test,0.0
944,944,test,0.0
945,945,test,1.0
946,946,test,1.0
947,947,test,0.0
948,948,test,1.0
949,949,test,1.0
950,950,test,1.0
951,951,test,1.0
952,952,test,1.0
953,953,test,1.0
954,954,test,0.0
955,955,test,0.0
956,956,test,0.0
957,957,test,0.0
958,958,test,1.0
959,959,test,2.0
960,960,test,0.0
961,961,test,0.0
962,962,test,0.0
963,963,test,0.0
964,964,test,0.0
965,965,test,2.0
966,966,test,1.0
967,967,test,0.0
968,968,test,0.0
969,969,test,1.0
970,970,test,0.0
971,971,test,3.0
972,972,test,1.0
973,973,test,0.0
974,974,test,1.0
975,975,test,0.0
976,976,test,0.0
977,977,test,2.0
978,978,test,1.0
979,979,test,0.0
980,980,test,1.0
981,981,test,0.0
982,982,test,1.0
983,983,test,1.0
984,984,test,1.0
985,985,test,1.0
986,986,test,0.0
987,987,test,0.0
988,988,test,3.0
989,989,test,0.0
990,990,test,0.0
991,991,test,3.0
992,992,test,0.0
993,993,test,0.0
994,994,test,1.0
995,995,test,1.0
996,996,test,1.0
997,997,test,1.0
998,998,test,1.0
999,999,test,0.0
1000,1000,test,0.0
1001,1001,test,1.0
1002,1002,test,1.0
1003,1003,test,0.0
1004,1004,test,1.0
1005,1005,test,4.0
1006,1006,test,0.0
1007,1007,test,1.0
1008,1008,test,3.0
1009,1009,test,1.0
1010,1010,test,1.0
1011,1011,test,1.0
1012,1012,test,0.0
1013,1013,test,0.0
1014,1014,test,0.0
1015,1015,test,1.0
1016,1016,test,1.0
1017,1017,test,0.0
1018,1018,test,4.0
1019,1019,test,2.0
1020,1020,test,0.0
1021,1021,test,0.0
1022,1022,test,1.0
1023,1023,test,0.0
1024,1024,test,0.0
1025,1025,test,2.0
1026,1026,test,1.0
1027,1027,test,0.0
1028,1028,test,0.0
1029,1029,test,1.0
1030,1030,test,0.0
1031,1031,test,1.0
1032,1032,test,0.0
1033,1033,test,0.0
1034,1034,test,3.0
1035,1035,test,0.0
1036,1036,test,0.0
1037,1037,test,0.0
1038,1038,test,1.0
1039,1039,test,1.0
1040,1040,test,1.0
1041,1041,test,1.0
1042,1042,test,1.0
1043,1043,test,0.0
1044,1044,test,1.0
1045,1045,test,1.0
1046,1046,test,1.0
1047,1047,test,1.0
1048,1048,test,0.0
1049,1049,test,1.0
1050,1050,test,2.0
1051,1051,test,2.0
1052,1052,test,1.0
1053,1053,test,0.0
1054,1054,test,2.0
1055,1055,test,0.0
1056,1056,test,0.0
1057,1057,test,1.0
1058,1058,test,0.0
1059,1059,test,0.0
1060,1060,test,1.0
1061,1061,test,1.0
1062,1062,test,0.0
1063,1063,test,1.0
1064,1064,test,0.0
1065,1065,test,2.0
1066,1066,test,1.0
1067,1067,test,1.0
1068,1068,test,0.0
1069,1069,test,0.0
1070,1070,test,1.0
1071,1071,test,0.0
1072,1072,test,0.0
1073,1073,test,0.0
1074,1074,test,1.0
1075,1075,test,1.0
1076,1076,test,0.0
1077,1077,test,2.0
1078,1078,test,1.0
1079,1079,test,1.0
1080,1080,test,1.0
1081,1081,test,0.0
1082,1082,test,1.0
1083,1083,test,0.0
1084,1084,test,0.0
1085,1085,test,0.0
1086,1086,test,0.0
1087,1087,test,0.0
1088,1088,test,2.0
1089,1089,test,1.0
1090,1090,test,0.0
1091,1091,test,0.0
1092,1092,test,0.0
1093,1093,test,0.0
1094,1094,test,2.0
1095,1095,test,1.0
1096,1096,test,0.0
1097,1097,test,0.0
1098,1098,test,0.0
1099,1099,test,0.0
1100,1100,test,0.0
1101,1101,test,1.0
1102,1102,test,1.0
1103,1103,test,0.0
1104,1104,test,0.0
1105,1105,test,2.0
1106,1106,test,1.0
1107,1107,test,0.0
1108,1108,test,0.0
1109,1109,test,0.0
1110,1110,test,0.0
1111,1111,test,0.0
1112,1112,test,0.0
1113,1113,test,0.0
1114,1114,test,0.0
1115,1115,test,1.0
1116,1116,test,1.0
1117,1117,test,1.0
1118,1118,test,0.0
1119,1119,test,0.0
1120,1120,test,0.0
1121,1121,test,0.0
1122,1122,test,2.0
1123,1123,test,1.0
1124,1124,test,0.0
1125,1125,test,2.0
1126,1126,test,0.0
1127,1127,test,2.0
1128,1128,test,2.0
1129,1129,test,0.0
1130,1130,test,1.0
1131,1131,test,2.0
1132,1132,test,2.0
1133,1133,test,1.0
1134,1134,test,1.0
1135,1135,test,0.0
1136,1136,test,0.0
1137,1137,test,1.0
1138,1138,test,0.0
1139,1139,test,0.0
1140,1140,test,2.0
1141,1141,test,0.0
1142,1142,test,0.0
1143,1143,test,2.0
1144,1144,test,0.0
1145,1145,test,0.0
1146,1146,test,0.0
1147,1147,test,2.0
1148,1148,test,0.0
1149,1149,test,1.0
1150,1150,test,1.0
1151,1151,test,0.0
1152,1152,test,0.0
1153,1153,test,0.0
1154,1154,test,1.0
1155,1155,test,0.0
1156,1156,test,3.0
1157,1157,test,1.0
1158,1158,test,1.0
1159,1159,test,0.0
1160,1160,test,1.0
1161,1161,test,2.0
1162,1162,test,0.0
1163,1163,test,0.0
1164,1164,test,2.0
1165,1165,test,1.0
1166,1166,test,0.0
1167,1167,test,0.0
1168,1168,test,0.0
1169,1169,test,1.0
1170,1170,test,1.0
1171,1171,test,0.0
1172,1172,test,0.0
1173,1173,test,0.0
1174,1174,test,0.0
1175,1175,test,0.0
1176,1176,test,2.0
1177,1177,test,0.0
1178,1178,test,0.0
1179,1179,test,3.0
1180,1180,test,2.0
1181,1181,test,0.0
1182,1182,test,0.0
1183,1183,test,2.0
1184,1184,test,2.0
1185,1185,test,1.0
1186,1186,test,0.0
1187,1187,test,0.0
1188,1188,test,0.0
1189,1189,test,3.0
1190,1190,test,0.0
1191,1191,test,0.0
1192,1192,test,1.0
1193,1193,test,1.0
1194,1194,test,1.0
1195,1195,test,0.0
1196,1196,test,1.0
1197,1197,test,0.0
1198,1198,test,1.0
1199,1199,test,0.0
1200,1200,test,1.0
1201,1201,test,1.0
1202,1202,test,1.0
1203,1203,test,1.0
1204,1204,test,2.0
1205,1205,test,0.0
1206,1206,test,0.0
1207,1207,test,1.0
1208,1208,test,0.0
1209,1209,test,0.0
1210,1210,test,0.0
1211,1211,test,0.0
1212,1212,test,1.0
1213,1213,test,1.0
1214,1214,test,1.0
1215,1215,test,0.0
1216,1216,test,0.0
1217,1217,test,0.0
1218,1218,test,1.0
1219,1219,test,1.0
1220,1220,test,0.0
1221,1221,test,0.0
1222,1222,test,0.0
1223,1223,test,2.0
1224,1224,test,0.0
1225,1225,test,2.0
1226,1226,test,1.0
1227,1227,test,0.0
1228,1228,test,0.0
1229,1229,test,0.0
1230,1230,test,1.0
1231,1231,test,1.0
1232,1232,test,1.0
1233,1233,test,0.0
1234,1234,test,0.0
1235,1235,test,0.0
1236,1236,test,0.0
1237,1237,test,1.0
1238,1238,test,0.0
1239,1239,test,0.0
1240,1240,test,0.0
1241,1241,test,1.0
1242,1242,test,1.0
1243,1243,test,0.0
1244,1244,test,2.0
1245,1245,test,2.0
1246,1246,test,0.0
1247,1247,test,0.0
1248,1248,test,0.0
1249,1249,test,0.0
1250,1250,test,0.0
1251,1251,test,0.0
1252,1252,test,0.0
1253,1253,test,0.0
1254,1254,test,1.0
1255,1255,test,0.0
1256,1256,test,0.0
1257,1257,test,0.0
1258,1258,test,0.0
1259,1259,test,0.0
1260,1260,test,0.0
1261,1261,test,1.0
1262,1262,test,0.0
1263,1263,test,0.0
1264,1264,test,1.0
1265,1265,test,2.0
1266,1266,test,0.0
1267,1267,test,0.0
1268,1268,test,1.0
1269,1269,test,0.0
1270,1270,test,0.0
1271,1271,test,0.0
1272,1272,test,0.0
1273,1273,test,1.0
1274,1274,test,5.0
1275,1275,test,0.0
1276,1276,test,0.0
1277,1277,test,1.0
1278,1278,test,0.0
1279,1279,test,0.0
1280,1280,test,0.0
1281,1281,test,1.0
1282,1282,test,1.0
1283,1283,test,2.0
1284,1284,test,1.0
1285,1285,test,1.0
1286,1286,test,1.0
1287,1287,test,0.0
1288,1288,test,0.0
1289,1289,test,0.0
1290,1290,test,1.0
1291,1291,test,0.0
1292,1292,test,1.0
1293,1293,test,1.0
1294,1294,test,1.0
1295,1295,test,1.0
1296,1296,test,0.0
1297,1297,test,0.0
1298,1298,test,1.0
1299,1299,test,3.0
1300,1300,test,1.0
1301,1301,test,1.0
1302,1302,test,1.0
1303,1303,test,0.0
1304,1304,test,3.0
1305,1305,test,1.0
1306,1306,test,0.0
1307,1307,test,0.0
1308,1308,test,0.0
1309,1309,test,0.0
1310,1310,test,0.0
1311,1311,test,2.0
1312,1312,test,0.0
1313,1313,test,0.0
1314,1314,test,1.0
1315,1315,test,0.0
1316,1316,test,1.0
1317,1317,test,1.0
1318,1318,test,0.0
1319,1319,test,0.0
1320,1320,test,1.0
1321,1321,test,0.0
1322,1322,test,0.0
1323,1323,test,0.0
1324,1324,test,0.0
1325,1325,test,1.0
1326,1326,test,0.0
1327,1327,test,0.0
1328,1328,test,0.0
1329,1329,test,1.0
1330,1330,test,3.0
